,NDVI,SR,GCVI,NDWI,VARI,GNDVI,GRVI,SAVI,VSSI,S1,S2,S3_G1,S3_G2,S4,S5_G1,S5_G2,S6_G1,S6_G2,SI,NDSI,SI1_G1,SI1_G2,SI2_G1,SI2_G2,SI3_G1,SI3_G2,Int1_G1,Int1_G2,Int2_G1,Int2_G2,YRS6_G1,YRS6_G2,RS6_G1,RS6_G2,RS1,RS2,RS3_G1,RS3_G2,RS4,RS5_G1,RS5_G2,RNDSI,RNDVI,RSI,RSI1_G1,RSI1_G2,RSI2_G1,RSI2_G2,RSI3_G1,RSI3_G2,RInt1_G1,RInt1_G2,RInt2_G1,RInt2_G2,YRS1,YRS2,YRS3_G1,YRS3_G2,YRS4,YRS5_G1,YRS5_G2,YRSI,YRSI1_G1,YRSI1_G2,YRSI2_G1,YRSI2_G2,YRSI3_G1,YRSI3_G2,YRInt1_G1,YRInt1_G2,YRInt2_G1,YRInt2_G2,YRNDSI,YRNDVI,YBS1,YBS2,YBS4,YBS5_G1,YBS5_G2,YBSI,YGS3,YGSI1,YGSI2,YGSI3,YGInt1,YGInt2,YNS6_G1,YNS6_G2,YNSI2_G1,YNSI2_G2,YNInt2_G1,YNInt2_G2,YNNDSI,YNNDVI,b1_1,b2_1,b3_1,b4_1,SAR
35,0.26549923,1.7229831,1.444129,-0.41930145,-0.26199132,0.41930145,2.444129,0.17697734,-16942.5,0.6153221,-0.23814385,1617.9197,1740.4248,1080.0612,1178.0227,1095.0774,3378.2607,3378.2607,47.14268,-0.26549923,1165.8927,1216.0508,2933.802,2959.21,1692.6729,1744.9744,1181.5,1225.0,2376.75,2413.75,3313.9648,3081.09,3690.048,3407.0703,0.5521867,-0.28850514,1768.0051,1936.397,1139.4316,1310.9125,1224.6787,-0.22003597,0.22003597,48.75907,1229.9849,1282.8943,2998.6448,3023.493,1820.5979,1869.3265,1259.0,1302.5,2443.25,2480.25,0.6127793,-0.24009672,1618.0035,1741.9146,1075.5594,1185.5491,1094.7822,47.093002,1162.465,1210.9973,2936.3584,2961.733,1694.5997,1738.2317,1180.5,1219.5,2379.5,2416.5,-0.2681737,0.2681737,0.98310363,-0.008520205,1383.2334,1925.0247,1808.7808,52.59575,2284.1504,1383.2334,3094.7502,1956.2345,1383.25,2582.25,1925.0247,1808.7808,2185.7473,2219.775,1870.75,1907.75,0.008520205,-0.008520205,0.79787,0.19991072,0.5711082,0.22661752,60.81282646090399
36,0.22633967,1.585115,1.4280326,-0.4165733,-0.3031935,0.4165733,2.4280324,0.15087599,-19638.0,0.5280913,-0.30882233,2095.351,2321.7817,1219.7385,1343.9674,1210.6482,4136.6895,4136.6895,50.680367,-0.22633967,1362.5623,1438.7832,3344.8357,3396.3242,2016.166,2084.9473,1393.5,1457.25,2733.5,2796.25,3907.145,3431.776,4458.079,3988.1343,0.48900568,-0.34317824,2280.1682,2527.3833,1269.174,1457.5596,1311.601,-0.18662244,0.18662244,52.052853,1433.7018,1500.5112,3420.166,3459.7385,2139.2637,2200.664,1475.0,1529.75,2804.25,2858.0,0.5598218,-0.282202,1995.9404,2207.6084,1186.9197,1283.9698,1137.5596,49.854782,1326.6345,1407.1364,3307.3638,3361.167,1942.715,2015.6855,1348.25,1416.25,2685.75,2760.0,-0.24885458,0.24885458,0.947996,-0.026697896,1636.7147,2420.0713,2158.4224,57.2276,3019.8208,1636.7147,3543.7327,2316.5527,1637.5,2976.75,2420.0713,2158.4224,2572.1882,2628.2632,2195.0,2258.25,0.026697896,-0.026697896,0.44541013,0.55182666,0.27226388,0.17291412,106.8682028106287
37,0.20153183,1.504815,1.2285385,-0.38052404,-0.28659725,0.38052404,2.2285385,0.13434052,-21192.5,0.55421746,-0.28682175,2314.6123,2575.3608,1408.6997,1543.7615,1383.9885,4176.632,4176.632,54.157177,-0.20153183,1553.6842,1644.5133,3670.0376,3722.2695,2287.7307,2373.8828,1586.0,1660.25,3020.25,3097.25,3981.1367,3617.858,4374.6396,3927.632,0.53255904,-0.30501068,2402.1685,2710.9844,1436.5199,1614.1809,1431.3174,-0.18060201,0.18060201,54.954525,1590.9441,1682.9314,3709.8232,3765.9543,2351.501,2444.0488,1627.25,1707.75,3069.0,3139.5,0.5820168,-0.26421058,2204.0698,2439.5154,1372.5085,1469.1016,1320.8066,53.38539,1521.9048,1596.7124,3635.847,3670.9985,2210.8647,2288.274,1542.75,1607.75,2988.5,3041.5,-0.22626074,0.22626074,0.9523393,-0.024413789,1838.8474,2640.4038,2372.4692,60.650642,3237.7427,1838.8474,3885.289,2601.6616,1839.25,3278.75,2640.4038,2372.4692,2909.4402,2978.503,2492.0,2562.5,0.024413789,-0.024413789,0.69712675,0.30292135,0.45350578,0.24374989,134.5843973126157
38,0.27855512,1.7722148,1.5559769,-0.4375662,-0.27849963,0.4375662,2.5559769,0.18568365,-20813.0,0.59666854,-0.25261116,1914.0608,2028.6499,1289.01,1444.5579,1382.6638,4256.8896,4256.8896,51.497566,-0.27855512,1384.3098,1424.7911,3587.9927,3614.5322,2017.1975,2055.9614,1405.5,1439.75,2889.0,2918.25,3912.821,3681.5513,4587.66,4300.8145,0.5620003,-0.28040951,2053.4016,2174.7754,1334.4423,1536.1699,1460.77,-0.24494599,0.24494599,52.706734,1439.8759,1477.7723,3639.2437,3659.787,2121.8276,2160.5713,1469.0,1503.0,2941.25,2977.0,0.6532632,-0.2097289,1773.3988,1888.4792,1238.9443,1321.3015,1271.0394,50.308964,1329.865,1369.4673,3525.901,3550.9927,1921.1772,1958.5493,1344.25,1376.5,2824.5,2853.0,-0.31827188,0.31827188,0.9164676,-0.043588914,1584.2418,2203.6763,2081.6353,56.31163,2526.42,1584.2418,3730.308,2244.0132,1585.5,3076.75,2203.6763,2081.6353,2529.3838,2556.8613,2171.25,2199.0,0.043588914,-0.043588914,0.79416126,0.2083421,0.42311478,0.3712689,28.46511680481498
39,0.27149627,1.7453531,1.5291971,-0.43329886,-0.2800926,0.43329886,2.529197,0.18097709,-19682.0,0.60262007,-0.24795641,1822.0857,1932.0708,1237.0287,1387.5204,1324.125,4011.7073,4011.7073,50.537113,-0.27149627,1321.0166,1357.9985,3399.9119,3414.6462,1931.7479,1970.2528,1343.5,1372.0,2745.5,2769.0,3732.063,3575.6145,4308.453,4143.1147,0.56020945,-0.2818792,1967.8105,2062.851,1278.5925,1471.8857,1416.2333,-0.24437372,0.24437372,51.58488,1370.872,1405.0758,3453.5107,3479.2126,2032.7078,2058.3599,1404.5,1430.5,2805.5,2827.0,0.6540284,-0.20916906,1679.4553,1774.2533,1191.9731,1266.4806,1221.3259,49.365982,1272.1769,1310.3358,3347.9797,3357.5505,1836.8824,1876.1154,1284.5,1318.5,2678.5,2708.5,-0.31195474,0.31195474,0.92143303,-0.040889762,1527.219,2096.1362,2014.597,55.299187,2435.5435,1527.219,3526.8237,2166.2605,1529.0,2919.0,2096.1362,2014.597,2427.7834,2456.296,2078.5,2107.0,0.040889762,-0.040889762,0.58507234,0.4104938,0.3936418,0.19051398,29.120603544401487
40,0.31576937,1.9230114,2.0121875,-0.50150037,-0.3435161,0.50150037,3.0121875,0.21048507,-17923.0,0.5495011,-0.29074043,1534.9385,1595.6125,993.808,1155.7546,1127.7269,4072.35,4072.35,45.63989,-0.31576937,1055.5416,1078.7356,3021.499,3032.9006,1568.0308,1589.6484,1082.0,1101.75,2390.0,2399.5,3654.8257,3594.319,4563.963,4408.507,0.48682803,-0.34515062,1743.9424,1812.3362,1055.8882,1303.5735,1265.1921,-0.25475037,0.25475037,47.47631,1128.7134,1151.9236,3103.1985,3105.1514,1728.2826,1745.7021,1176.75,1194.25,2460.75,2481.25,0.60472834,-0.24632075,1402.1562,1447.0413,944.74176,1048.1643,1015.5819,44.243645,1013.173,1034.126,2974.5864,2983.9404,1479.9552,1502.5762,1030.25,1049.75,2324.0,2340.5,-0.35615247,0.35615247,0.9054377,-0.049627587,1273.9597,1901.6257,1832.801,50.49252,2189.2827,1273.9597,3148.816,1805.0681,1274.75,2567.25,1901.6257,1832.801,1990.7349,2006.6584,1695.75,1714.25,0.049627587,-0.049627587,0.81442416,0.18743086,0.4606623,0.35374022,10.776186858465111
41,0.27511406,1.7590559,1.6604323,-0.45361644,-0.3024782,0.45361644,2.6604323,0.18339074,-22191.5,0.5689701,-0.27472156,2046.7538,2218.8528,1337.895,1516.5659,1424.7175,4678.7573,4678.7573,52.806244,-0.27511406,1439.4937,1498.0881,3791.829,3823.8652,2134.7427,2184.1257,1476.75,1521.5,3041.75,3088.0,4330.778,4049.6714,5050.5156,4752.5293,0.5305598,-0.3067118,2208.5288,2365.9146,1391.4907,1636.7174,1529.8527,-0.24021903,0.24021903,54.083267,1496.655,1551.8146,3835.0244,3868.926,2241.7683,2281.85,1543.75,1581.0,3103.5,3139.25,0.6196187,-0.23485896,1890.9006,2041.7312,1282.1829,1406.2566,1307.7762,51.366333,1382.741,1434.3711,3736.14,3769.9268,2008.6135,2059.6885,1402.25,1445.5,2972.75,3026.0,-0.3139599,0.3139599,0.9202817,-0.041513886,1702.4635,2458.412,2309.5825,58.382362,2878.6372,1702.4635,3962.393,2412.2495,1704.25,3274.75,2458.412,2309.5825,2688.0227,2723.3784,2292.25,2337.0,0.041513886,-0.041513886,0.7870125,0.21324876,0.43890786,0.34790587,20.85512513847579
42,0.2168735,1.5538673,1.1930853,-0.37364614,-0.25594133,0.37364614,2.1930852,0.14456603,-19723.0,0.6152773,-0.23817772,2026.9106,2151.5825,1351.5265,1468.5345,1371.8749,3801.6123,3801.6123,52.81077,-0.2168735,1463.25,1516.1786,3434.9487,3466.6682,2133.2092,2184.2285,1486.0,1530.0,2834.25,2873.75,3662.898,3443.4626,4077.0825,3807.7563,0.5609547,-0.28127447,2207.2163,2346.286,1398.237,1585.3429,1503.4746,-0.18665993,0.18665993,54.06011,1521.4893,1571.2646,3502.6694,3537.6396,2235.6777,2286.0723,1550.5,1593.75,2899.5,2950.5,0.62801564,-0.22848944,1959.3472,2099.0073,1326.0837,1440.2114,1323.706,52.18235,1430.7239,1482.7411,3402.2156,3436.8447,2068.8594,2129.3384,1447.5,1494.25,2798.0,2848.5,-0.23589014,0.23589014,0.9627241,-0.018999707,1698.3911,2353.478,2178.5737,58.28808,2738.827,1698.3911,3611.2456,2403.0522,1698.75,3047.5,2353.478,2178.5737,2701.2644,2742.17,2315.25,2359.25,0.018999707,-0.018999707,0.85060847,0.15189415,0.32222727,0.52820575,20.2094966390463
43,0.16817808,1.4043608,0.9054605,-0.3116398,-0.24781269,0.3116398,1.9054605,0.112095624,-11594.0,0.67442894,-0.1944372,1190.5701,1303.9198,889.41254,988.2091,915.5873,2113.0137,2113.0137,42.6541,-0.16817808,938.30133,974.7998,2054.7964,2080.356,1360.5396,1398.8628,950.25,982.0,1719.75,1751.5,2069.662,1924.0725,2093.0374,1982.3975,0.6564774,-0.2073983,1199.184,1286.8401,877.7195,979.8656,937.07886,-0.16217378,0.16217378,42.31103,925.90686,961.92664,2039.158,2064.912,1337.1248,1376.0876,935.75,967.5,1705.25,1737.0,0.66902834,-0.19830216,1210.3208,1306.306,884.5349,977.51196,905.6483,42.502766,933.02844,969.32935,2047.6855,2073.336,1350.3553,1388.9397,944.0,975.75,1713.5,1745.25,-0.1650329,0.1650329,0.99116665,-0.00443687,1093.6248,1494.2739,1384.4878,46.769726,1654.3804,1093.6248,2182.67,1546.9734,1093.75,1863.25,1494.2739,1384.4878,1741.8359,1771.9231,1494.0,1525.75,0.00443687,-0.00443687,0.86636305,0.13754286,0.32478017,0.54072464,24.76528012817319
44,0.29439342,1.834482,1.5015616,-0.42882073,-0.24474442,0.42882073,2.5015616,0.19621825,-9917.5,0.6919309,-0.18208142,830.02496,846.3257,643.9232,719.191,718.1765,1921.1428,1921.1428,36.256027,-0.29439342,666.563,664.0687,1744.5776,1743.2346,961.48004,959.3619,673.25,670.5,1402.75,1413.0,1930.0562,1933.6204,2223.2505,2244.871,0.6023357,-0.24819052,960.4188,968.6086,695.20654,836.89667,845.0516,-0.24482536,0.24482536,38.052414,721.4652,717.3899,1807.19,1808.218,1069.326,1063.1357,739.0,733.25,1471.75,1482.0,0.6943288,-0.18041432,839.5578,815.26404,652.4008,726.5028,726.03937,36.47591,669.5545,674.9233,1749.3596,1748.02,966.74646,975.0906,676.5,682.25,1409.75,1409.75,-0.29936945,0.29936945,1.0020044,0.0010010964,777.13947,1043.3167,1064.2539,39.427143,1101.2786,777.13947,1818.7979,1099.3538,777.25,1499.25,1043.3167,1064.2539,1242.5281,1237.1912,1066.75,1061.0,-0.0010010964,0.0010010964,0.7839856,0.21537581,0.45469415,0.3293134,83.1172280774592
45,0.2639368,1.7171845,1.7925608,-0.47265178,-0.34777397,0.47265178,2.792561,0.1759366,-19082.5,0.52482414,-0.31162682,1810.7906,1960.6516,1111.4343,1297.0344,1220.2297,4344.123,4344.123,48.259712,-0.2639368,1203.2688,1251.5679,3212.2285,3236.263,1794.75,1840.8174,1236.0,1274.5,2571.25,2611.25,3853.8345,3560.232,4871.3794,4475.416,0.45832068,-0.3714419,2072.2354,2220.0454,1188.3918,1493.6797,1377.2279,-0.20437795,0.20437795,50.413254,1282.4735,1337.2942,3322.525,3342.7708,1983.0642,2030.4456,1343.75,1386.25,2687.5,2724.75,0.5823082,-0.2639766,1652.1489,1790.5813,1054.7766,1185.3911,1104.0818,46.8188,1141.7593,1193.771,3124.7178,3152.6792,1678.6044,1727.7572,1163.5,1207.75,2494.5,2538.0,-0.31491584,0.31491584,0.91520363,-0.044275384,1461.7678,2243.182,2084.7368,54.09251,2655.476,1461.7678,3357.2856,2070.7354,1463.0,2787.25,2243.182,2084.7368,2267.7153,2305.425,1928.75,1973.0,0.044275384,-0.044275384,0.6689672,0.3297723,0.40151197,0.2672633,59.60453615226786
46,0.3251565,1.9636515,1.7435948,-0.46575326,-0.25799942,0.46575326,2.7435946,0.21675006,-22982.0,0.60244125,-0.24809578,2060.1497,2214.5366,1340.2722,1450.2861,1361.4553,4721.3564,4721.3564,52.60228,-0.3251565,1460.2881,1513.2869,3978.7307,4010.8315,2128.938,2178.639,1484.75,1527.75,3169.25,3215.5,4491.71,4204.333,5442.438,5102.6963,0.51982975,-0.3159369,2398.724,2548.905,1436.6089,1685.7166,1564.991,-0.259092,0.259092,55.072662,1573.4458,1629.5917,4109.46,4137.371,2360.2808,2401.022,1621.5,1664.25,3320.0,3355.75,0.631973,-0.2255109,1951.3638,2079.5203,1302.966,1386.2578,1284.1721,51.725224,1419.72,1470.083,3969.434,3992.266,2045.5837,2105.0188,1433.25,1479.5,3137.25,3181.0,-0.34637022,0.34637022,0.95031565,-0.025475169,1684.2671,2288.3926,2139.824,58.05169,2740.7769,1684.2671,4130.548,2384.0415,1685.0,3377.75,2288.3926,2139.824,2690.3813,2728.1003,2306.0,2346.75,0.025475169,-0.025475169,0.8174993,0.18558045,0.40422237,0.41293395,58.143492866458104
47,0.2170997,1.5546037,1.1897721,-0.3729917,-0.2614078,0.3729917,2.1897721,0.14471754,-20502.5,0.5890537,-0.2586141,2182.856,2293.1729,1367.8732,1498.0183,1401.106,4007.739,4007.739,53.357285,-0.2170997,1504.5847,1565.0056,3545.43,3580.8164,2200.2192,2257.4475,1529.25,1580.5,2924.5,2973.75,3771.712,3512.253,4198.7354,3976.9268,0.5598773,-0.28215355,2264.3562,2420.1934,1422.9597,1619.9343,1495.856,-0.19360065,0.19360065,54.456383,1539.8184,1609.9429,3622.2358,3655.9688,2279.3599,2343.579,1576.25,1633.25,2973.25,3032.5,0.6265509,-0.22959572,2053.2036,2179.876,1341.5745,1437.9583,1330.1082,52.54522,1479.5621,1527.3108,3506.112,3530.3276,2136.3784,2189.8486,1496.0,1538.5,2880.0,2917.75,-0.24097314,0.24097314,0.9462458,-0.027626421,1755.4589,2424.7266,2266.091,59.26635,2908.911,1755.4589,3727.7773,2484.8306,1756.25,3142.0,2424.7266,2266.091,2795.4133,2830.3154,2393.75,2435.75,0.027626421,-0.027626421,0.816309,0.18761642,0.40618682,0.4087907,19.01545552013236
48,0.2147748,1.54704,1.3376977,-0.40078354,-0.29968852,0.40078354,2.3376977,0.14316836,-21195.0,0.5728761,-0.27155632,2180.4487,2394.2341,1409.3333,1587.4712,1454.8708,4300.8486,4300.8486,54.120102,-0.2147748,1518.0264,1591.3633,3647.5898,3697.2021,2235.2915,2302.8901,1548.0,1609.0,2993.5,3072.5,3968.1362,3644.6362,4493.168,4109.077,0.5477096,-0.29223216,2235.2163,2474.7344,1439.0947,1677.7034,1535.6077,-0.1921185,0.1921185,54.772243,1549.7921,1625.8978,3702.47,3741.4927,2298.245,2372.6206,1586.75,1652.0,3038.25,3098.25,0.61739135,-0.23656648,2021.8756,2218.0437,1359.2554,1478.28,1347.5204,52.84411,1463.7302,1534.9108,3591.8877,3645.663,2118.5918,2201.4727,1481.0,1545.5,2932.75,3011.0,-0.25098094,0.25098094,0.9289621,-0.036827397,1782.2852,2560.1802,2336.419,59.73691,3010.774,1782.2852,3838.8584,2526.086,1784.25,3235.0,2560.1802,2336.419,2811.622,2867.497,2404.5,2464.5,0.036827397,-0.036827397,0.751701,0.2465654,0.6533601,0.09827575,57.99264673395166
49,0.23839878,1.6260529,1.3843616,-0.4090466,-0.2894516,0.4090466,2.3843615,0.15891534,-20124.5,0.590467,-0.25749362,1980.5254,2149.5815,1325.6666,1505.5917,1388.4475,4107.009,4107.009,52.407043,-0.23839878,1414.9719,1485.6814,3475.6357,3502.5286,2082.572,2148.003,1445.75,1502.5,2824.0,2874.25,3914.1797,3565.4746,4503.4043,4150.4375,0.5531037,-0.28774446,2141.8154,2307.98,1372.8967,1629.5605,1508.8008,-0.19406226,0.19406226,53.595703,1470.9548,1535.9205,3555.082,3589.0544,2207.8975,2262.123,1516.25,1569.0,2914.25,2967.25,0.6280603,-0.22845685,1848.1904,2015.0945,1276.4258,1402.6599,1296.6794,51.166397,1363.2744,1423.6184,3428.4146,3453.167,1981.2688,2037.9539,1382.25,1432.0,2773.5,2828.75,-0.26260722,0.26260722,0.93807715,-0.031952564,1662.1482,2384.6416,2193.5576,57.671295,2741.4814,1662.1482,3645.476,2353.0413,1663.0,3055.75,2384.6416,2193.5576,2620.69,2670.5376,2236.5,2294.0,0.031952564,-0.031952564,0.7788329,0.22234267,0.35907498,0.42008936,10.011298624641311
50,0.21425694,1.5453694,1.2831031,-0.39082015,-0.2952968,0.39082015,2.283103,0.14282255,-20573.0,0.57911104,-0.2665407,2109.2607,2289.1301,1373.8657,1532.9336,1437.0825,4141.413,4141.413,53.399437,-0.21425694,1496.4854,1540.5598,3555.7341,3581.1929,2194.221,2242.411,1525.75,1562.0,2928.25,2959.25,3873.9116,3620.375,4290.834,3979.0762,0.5532837,-0.28759536,2208.5947,2392.2954,1408.2864,1606.8279,1489.1655,-0.19375867,0.19375867,54.171013,1516.6282,1580.3347,3608.1592,3632.255,2243.0063,2312.9893,1550.75,1609.5,2966.75,3009.75,0.61549675,-0.23800927,2009.984,2152.3315,1342.4133,1460.3024,1354.7798,52.559486,1444.8416,1498.584,3499.0845,3527.8503,2098.0386,2152.7993,1464.0,1511.0,2872.0,2913.75,-0.24472901,0.24472901,0.9361123,-0.032997955,1754.3792,2511.8987,2341.938,59.26213,2944.6628,1754.3792,3742.727,2485.6484,1756.0,3154.75,2511.8987,2341.938,2777.2197,2808.1475,2376.0,2412.75,0.032997955,-0.032997955,0.8103249,0.19065031,0.46740416,0.34261298,30.412414170979925
51,0.22699079,1.5872922,0.9975807,-0.33278227,-0.18033528,0.33278227,1.9975808,0.15128936,-9160.0,0.6875738,-0.1851337,949.69495,948.0975,674.15906,727.2036,751.8388,1666.112,1666.112,37.09227,-0.22699079,722.33594,724.7385,1626.3376,1615.9135,1038.1926,1041.8467,728.25,730.75,1350.0,1347.75,1760.4614,1823.4795,1820.4773,1907.6702,0.6248463,-0.23088592,1028.4941,1024.2301,707.73145,800.52673,818.5875,-0.17397672,0.17397672,38.104736,750.6887,753.4632,1665.5706,1655.4048,1090.5997,1094.0034,761.0,763.5,1387.75,1380.5,0.64478755,-0.21596356,1054.1672,1024.6162,703.4424,770.38904,797.5698,38.130844,759.4733,752.8342,1652.7334,1648.634,1109.2052,1102.9807,772.0,766.5,1384.5,1379.0,-0.20614292,0.20614292,1.0484426,0.023645539,861.2512,1128.5872,1141.126,41.536133,1302.2438,861.2512,1730.4841,1222.227,862.75,1475.25,1128.5872,1141.126,1376.6719,1371.7346,1179.5,1174.0,-0.023645539,0.023645539,0.7818758,0.21846317,0.39272174,0.3895667,43.433523077059206
52,0.210121,1.5320385,0.8152361,-0.2895592,-0.15574476,0.2895592,1.8152361,0.14003226,-6380.5,0.76967967,-0.13014856,641.158,610.1113,524.328,542.96643,578.3207,1076.6472,1076.6472,32.52691,-0.210121,544.4652,530.5469,1188.3218,1173.863,782.0464,759.6315,549.25,534.0,995.25,983.5,1127.5223,1203.7212,1051.4857,1081.4751,0.7801336,-0.12354047,661.4718,615.1411,520.95935,541.91364,573.58435,-0.19524103,0.19524103,32.534447,551.5513,529.0693,1187.831,1181.5564,784.1036,756.6703,553.0,532.0,982.75,979.25,0.7285273,-0.15705833,680.38916,648.155,538.6975,583.05835,610.1514,33.068092,561.3506,545.98987,1213.2261,1198.6517,807.3001,789.15186,566.5,551.75,1015.0,1000.75,-0.17718174,0.17718174,1.0518395,0.025264226,613.30396,752.5454,794.7383,35.028557,809.1455,613.30396,1250.792,867.89716,613.5,1060.0,752.5454,794.7383,1004.362,987.1393,865.75,848.5,-0.025264226,0.025264226,0.7474327,0.24987945,0.5272789,0.22066322,36.12047621617596
53,0.22119418,1.5680351,1.2570894,-0.38595426,-0.28541106,0.38595426,2.2570894,0.14744493,-17752.0,0.6076704,-0.24403612,1784.4194,1920.4204,1192.2397,1329.6683,1242.9998,3502.3726,3502.3726,49.60845,-0.22119418,1286.0082,1336.9075,3069.4673,3094.8865,1882.453,1926.8257,1308.75,1349.75,2522.0,2550.75,3381.629,3092.049,3655.2993,3364.0288,0.58189654,-0.26430535,1844.0671,1974.0898,1217.0623,1389.176,1300.769,-0.2032851,0.2032851,50.209557,1309.1704,1348.3762,3069.6921,3107.5735,1927.3632,1966.1836,1334.75,1369.5,2523.75,2580.0,0.6372857,-0.22153893,1706.4213,1838.2715,1160.8694,1264.1013,1186.1455,48.805668,1251.1608,1299.1368,3025.3003,3052.745,1810.4346,1860.8357,1265.75,1307.5,2477.0,2505.75,-0.24723622,0.24723622,0.94379365,-0.02891606,1495.8828,2109.1394,1971.2151,54.70363,2467.2012,1495.8828,3223.365,2116.5361,1496.25,2709.0,2109.1394,1971.2151,2381.2527,2410.2485,2040.75,2072.75,0.02891606,-0.02891606,0.79903585,0.20203905,0.5241981,0.27453357,59.45145735177566
54,0.19833335,1.4949486,0.81187487,-0.288616,-0.13435428,0.288616,1.8118749,0.13217616,-6356.5,0.80322206,-0.10914305,613.9116,575.13916,522.91187,538.1013,575.7284,1055.1617,1055.1617,32.41913,-0.19833335,535.41614,519.9082,1164.4092,1161.5171,760.3312,741.1655,536.5,522.0,976.75,968.0,1079.9675,1132.3641,975.9431,1041.1445,0.8258015,-0.09542505,601.08105,563.8148,510.21722,527.08374,551.52765,-0.22994924,0.22994924,32.023384,524.5294,511.7686,1156.6997,1153.7488,746.65485,727.4287,526.25,513.0,969.75,959.75,0.7739792,-0.12740918,633.67615,595.86914,523.6304,569.0396,592.15063,32.49612,539.8198,527.9536,1176.4375,1165.7327,769.57446,758.7412,542.0,532.25,983.5,972.75,-0.19142663,0.19142663,1.0313301,0.015422742,583.4304,685.2763,730.5199,34.16137,742.93787,583.4304,1214.6375,825.29205,583.5,1030.75,685.2763,730.5199,960.37213,945.27686,828.5,815.0,-0.015422742,0.015422742,0.6211195,0.37576073,0.4068985,0.21394566,40.84497791933599
55,0.27710462,1.7666562,1.1214426,-0.35926953,-0.18497479,0.35926953,2.1214426,0.18468201,-7681.5,0.7593914,-0.13675688,706.8174,656.95654,565.1301,606.4387,627.30615,1355.0583,1355.0583,33.81567,-0.27710462,583.8733,565.11383,1375.0027,1364.0691,833.98035,812.5073,586.75,570.0,1131.75,1117.0,1388.9915,1467.5328,1500.3633,1603.0732,0.66548544,-0.20086181,794.1718,750.49896,591.2225,672.6763,711.2897,-0.21577746,0.21577746,34.65542,617.3451,600.19714,1403.8453,1391.2893,895.62537,881.4702,625.5,612.5,1167.5,1150.25,0.72771513,-0.15760763,722.11444,671.9969,574.06226,629.8645,662.4929,34.124596,592.21954,572.18713,1378.0793,1367.1736,848.7711,828.7455,596.0,579.75,1135.0,1118.75,-0.2524768,0.2524768,1.0476975,0.023293233,653.3616,815.4621,861.56506,36.152412,884.62524,653.3616,1429.8099,924.3843,653.5,1197.25,815.4621,861.56506,1067.0405,1051.6558,920.0,903.5,-0.023293233,0.023293233,0.82017934,0.17944634,0.6073618,0.21262509,57.890407388164355
56,0.1766079,1.4290466,1.1130283,-0.35753086,-0.29105932,0.35753086,2.1130283,0.117722824,-15695.0,0.5726332,-0.27175242,1700.9719,1918.6942,1091.3158,1233.4243,1099.2054,3085.0923,3085.0923,47.63398,-0.1766079,1188.5881,1245.1445,2718.9292,2761.6543,1745.814,1805.4641,1211.75,1261.0,2250.5,2298.25,2951.4956,2662.2776,3259.8616,2943.8923,0.550544,-0.28986984,1781.9312,1985.5552,1114.3411,1281.4028,1152.7709,-0.1598059,0.1598059,48.36815,1210.1521,1269.8342,2759.7693,2798.2517,1798.491,1850.866,1239.0,1288.5,2288.25,2333.75,0.5925451,-0.25585145,1656.352,1838.4077,1065.8475,1174.25,1072.3015,46.99997,1162.5793,1219.249,2695.7173,2733.2957,1699.3169,1753.8533,1182.25,1229.75,2230.0,2277.5,-0.19180664,0.19180664,0.9665476,-0.017011095,1405.9858,2036.7015,1850.7173,53.03301,2437.9658,1405.9858,2903.7996,1989.1113,1406.25,2469.0,2036.7015,1850.7173,2210.0894,2256.9583,1888.75,1941.0,0.017011095,-0.017011095,0.8668703,0.13351774,0.5487379,0.3185495,61.18359288922932
57,0.31577665,1.9230222,2.1104784,-0.51343864,-0.34378922,0.51343864,3.1104784,0.21049209,-18755.0,0.4929078,-0.33966747,1758.6963,1937.8125,990.2343,1132.0437,1032.5366,4351.342,4351.342,45.88028,-0.31577665,1102.9723,1159.2308,3167.0955,3190.1995,1657.6553,1695.2183,1140.5,1179.0,2486.0,2527.0,3941.7947,3624.129,5136.3345,4699.4663,0.42083082,-0.4076271,2055.0637,2290.4639,1070.0406,1318.7902,1200.4823,-0.2349301,0.2349301,48.4252,1190.9554,1257.7838,3279.127,3304.8591,1865.5021,1912.0055,1254.5,1305.5,2612.5,2661.0,0.5443038,-0.29508197,1601.6637,1752.2916,943.1776,1026.1213,935.29504,44.497192,1051.6654,1103.3644,3113.9773,3139.306,1549.558,1597.2091,1073.5,1117.0,2425.5,2476.0,-0.35269088,0.35269088,0.9146165,-0.044595618,1345.8354,2098.8186,1899.1938,51.903755,2592.9614,1345.8354,3300.973,1907.5547,1347.0,2691.5,2098.8186,1899.1938,2094.3533,2132.8105,1775.5,1823.5,0.044595618,-0.044595618,0.571094,0.42227376,0.3918979,0.17850694,104.7081296607938
